"Number of students passing a BTEC extended diploma by institution, subject and grade achieved",,,,,,,,,,,,,,,,
,,,,,,,Grade achieved,,,,,,,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number passed ,Triple Distinction Star,Double Distinction Star Distinction,Distinction Star Double Distinction,Triple Distinction,Double Distinction Merit,Distinction Double Merit,Triple Merit,Double Merit Pass,Merit Double Pass,Triple Pass
Blackburn with Darwen,130736,Blackburn College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Electronic / Electrical Engineering,27,7,0,0,2,5,3,4,1,2,3
Blackburn with Darwen,130736,Blackburn College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,73,17,6,10,12,6,12,1,3,3,3
Blackburn with Darwen,130736,Blackburn College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,14,1,2,1,2,2,1,3,1,1,0
Blackburn with Darwen,130736,Blackburn College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),8,0,0,1,0,1,0,3,2,0,1
Blackburn with Darwen,130736,Blackburn College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Blackburn with Darwen,130736,Blackburn College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,21,8,1,2,1,1,2,1,3,0,2
Blackburn with Darwen,130736,Blackburn College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,30,3,0,3,2,8,2,3,3,3,3
Blackburn with Darwen,130736,Blackburn College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,14,2,0,4,2,2,1,1,1,1,0
Lancashire,130737,Lancaster and Morecambe College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Animal Husbandry: Specific Animals,11,2,1,0,0,1,0,2,0,2,3
Lancashire,130737,Lancaster and Morecambe College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,12,0,0,1,4,0,2,3,0,0,2
Lancashire,130737,Lancaster and Morecambe College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,14,1,0,0,2,4,2,2,0,3,0
Lancashire,130737,Lancaster and Morecambe College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,6,0,0,0,0,0,0,2,1,0,3
Lancashire,130737,Lancaster and Morecambe College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,27,10,2,1,1,1,2,2,3,2,3
Lancashire,130737,Lancaster and Morecambe College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,13,0,1,0,2,0,5,1,2,1,1
Lancashire,130737,Lancaster and Morecambe College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,130737,Lancaster and Morecambe College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,25,7,1,0,2,4,1,3,3,0,4
Lancashire,130737,Lancaster and Morecambe College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,130737,Lancaster and Morecambe College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,37,2,3,2,4,3,3,4,2,5,9
Lancashire,130738,Nelson and Colne College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,28,2,2,5,4,3,7,2,1,2,0
Lancashire,130738,Nelson and Colne College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Art & Design,20,8,3,2,4,2,1,0,0,0,0
Lancashire,130738,Nelson and Colne College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Business Studies,24,7,3,2,2,0,0,3,2,2,3
Lancashire,130738,Nelson and Colne College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,29,5,1,0,3,2,7,2,1,0,8
Lancashire,130738,Nelson and Colne College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Health Studies,31,4,10,3,5,5,4,0,0,0,0
Lancashire,130738,Nelson and Colne College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Mechanical Engineering (General),9,0,1,0,1,1,3,2,0,1,0
Lancashire,130738,Nelson and Colne College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Public Services,8,1,2,1,0,0,0,1,1,0,2
Lancashire,130738,Nelson and Colne College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,21,0,0,1,2,6,4,3,1,0,4
Blackpool,130739,Blackpool and the Fylde College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Aerospace Engineering,13,1,0,0,1,3,2,1,5,0,0
Blackpool,130739,Blackpool and the Fylde College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,21,5,3,3,1,2,4,1,0,2,0
Blackpool,130739,Blackpool and the Fylde College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,42,6,4,4,5,7,3,4,5,3,1
Blackpool,130739,Blackpool and the Fylde College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,25,8,1,1,2,4,4,2,1,2,0
Blackpool,130739,Blackpool and the Fylde College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,53,5,2,4,3,8,6,5,8,11,1
Blackpool,130739,Blackpool and the Fylde College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Construction Technology (Basic),13,1,0,1,1,2,2,3,0,2,1
Blackpool,130739,Blackpool and the Fylde College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Electronic / Electrical Engineering,14,1,0,0,1,1,3,4,2,2,0
Blackpool,130739,Blackpool and the Fylde College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,32,29,1,1,0,0,1,0,0,0,0
Blackpool,130739,Blackpool and the Fylde College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Manufacturing Engineering,14,5,4,2,1,1,0,1,0,0,0
Blackpool,130739,Blackpool and the Fylde College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,8,0,0,0,0,0,1,2,4,0,1
Blackpool,130739,Blackpool and the Fylde College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),14,0,0,0,1,1,4,3,1,3,1
Blackpool,130739,Blackpool and the Fylde College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,14,2,6,2,3,1,0,0,0,0,0
Blackpool,130739,Blackpool and the Fylde College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,20,10,4,3,1,2,0,0,0,0,0
Blackpool,130739,Blackpool and the Fylde College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,7,1,1,1,0,1,0,1,1,1,0
Blackpool,130739,Blackpool and the Fylde College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,7,0,0,0,2,3,2,0,0,0,0
Blackpool,130739,Blackpool and the Fylde College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,9,0,1,0,2,2,2,0,2,0,0
Lancashire,130740,Preston College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Acting Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,130740,Preston College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Acting: Music Theatre,8,5,1,0,0,0,1,0,0,1,0
Lancashire,130740,Preston College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,17,6,1,0,2,0,2,2,2,1,1
Lancashire,130740,Preston College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Art & Design,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,130740,Preston College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Business Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,130740,Preston College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,10,0,1,0,0,1,1,1,0,1,5
Lancashire,130740,Preston College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Construction Technology (Basic),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,130740,Preston College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Dance: General,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,130740,Preston College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Electronic / Electrical Engineering,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,130740,Preston College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Fashion / Textiles Design,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,130740,Preston College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Graphic Design,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,130740,Preston College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Health Studies,13,0,0,6,1,2,1,0,1,0,2
Lancashire,130740,Preston College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Mechanical Engineering (General),3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,130740,Preston College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Multimedia,7,0,0,0,0,0,0,2,2,2,1
Lancashire,130740,Preston College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),8,0,1,0,1,1,2,1,2,0,0
Lancashire,130740,Preston College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Photography,6,0,0,0,0,0,1,4,0,0,1
Lancashire,130740,Preston College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Public Services,20,8,4,1,0,2,1,2,1,0,1
Lancashire,130740,Preston College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,130740,Preston College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,11,2,1,2,1,1,4,0,0,0,0
Lancashire,130740,Preston College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Tourism,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,130741,Runshaw College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,59,27,5,6,9,8,2,1,1,0,0
Lancashire,130741,Runshaw College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Art & Design,61,32,7,6,6,4,4,2,0,0,0
Lancashire,130741,Runshaw College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Automotive Engineering,10,3,0,0,3,2,2,0,0,0,0
Lancashire,130741,Runshaw College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Business Studies,114,102,5,2,3,1,1,0,0,0,0
Lancashire,130741,Runshaw College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,94,74,6,8,2,1,3,0,0,0,0
Lancashire,130741,Runshaw College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,52,29,8,2,5,3,4,0,1,0,0
Lancashire,130741,Runshaw College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Graphic Design,24,11,2,3,2,0,3,3,0,0,0
Lancashire,130741,Runshaw College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Health Studies,111,79,9,5,9,1,6,1,0,0,1
Lancashire,130741,Runshaw College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Hospitality / Catering Studies,14,5,0,2,2,2,3,0,0,0,0
Lancashire,130741,Runshaw College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Multimedia,45,15,3,3,8,7,3,1,3,2,0
Lancashire,130741,Runshaw College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Public Services,85,78,3,0,2,2,0,0,0,0,0
Lancashire,130741,Runshaw College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,18,9,7,2,0,0,0,0,0,0,0
Lancashire,130741,Runshaw College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,73,57,10,4,2,0,0,0,0,0,0
Lancashire,130741,Runshaw College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,46,25,8,7,5,1,0,0,0,0,0
Lancashire,130741,Runshaw College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Tourism,40,35,2,1,1,0,1,0,0,0,0
Lancashire,130743,Myerscough College,General Further Education College (Special),Pearson BTEC Level 3 Extended Diploma,Agriculture (General),18,10,0,0,1,1,0,0,2,2,2
Lancashire,130743,Myerscough College,General Further Education College (Special),Pearson BTEC Level 3 Extended Diploma,Animal Husbandry: Specific Animals,36,22,7,2,1,2,1,0,1,0,0
Lancashire,130743,Myerscough College,General Further Education College (Special),Pearson BTEC Level 3 Extended Diploma,Arboriculture,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,130743,Myerscough College,General Further Education College (Special),Pearson BTEC Level 3 Extended Diploma,Automotive Engineering,16,4,2,1,1,2,3,2,1,0,0
Lancashire,130743,Myerscough College,General Further Education College (Special),Pearson BTEC Level 3 Extended Diploma,Environmental Management,6,1,1,0,4,0,0,0,0,0,0
Lancashire,130743,Myerscough College,General Further Education College (Special),Pearson BTEC Level 3 Extended Diploma,Farm Machinery: Operation / Maintenance / Repair,12,1,2,0,1,4,1,1,1,1,0
Lancashire,130743,Myerscough College,General Further Education College (Special),Pearson BTEC Level 3 Extended Diploma,Fish Farming,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,130743,Myerscough College,General Further Education College (Special),Pearson BTEC Level 3 Extended Diploma,Floristry,7,4,0,1,0,1,1,0,0,0,0
Lancashire,130743,Myerscough College,General Further Education College (Special),Pearson BTEC Level 3 Extended Diploma,Horses / Ponies Keeping,35,22,1,1,3,1,4,1,2,0,0
Lancashire,130743,Myerscough College,General Further Education College (Special),Pearson BTEC Level 3 Extended Diploma,Horticulture (General),7,2,0,0,1,1,2,0,1,0,0
Lancashire,130743,Myerscough College,General Further Education College (Special),Pearson BTEC Level 3 Extended Diploma,Photography,7,0,0,0,0,3,0,2,2,0,0
Lancashire,130743,Myerscough College,General Further Education College (Special),Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,130743,Myerscough College,General Further Education College (Special),Pearson BTEC Level 3 Extended Diploma,Sports Studies,73,7,7,4,8,4,14,14,5,9,1
Blackpool,130744,The Blackpool Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,33,16,4,1,4,0,6,1,0,1,0
Blackpool,130744,The Blackpool Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Art & Design,10,5,2,1,1,0,0,1,0,0,0
Blackpool,130744,The Blackpool Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,17,8,2,0,1,1,1,2,0,2,0
Blackpool,130744,The Blackpool Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Fashion / Textiles Design,6,5,0,0,1,0,0,0,0,0,0
Blackpool,130744,The Blackpool Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Health Studies,16,10,0,1,3,0,2,0,0,0,0
Blackpool,130744,The Blackpool Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),7,6,1,0,0,0,0,0,0,0,0
Blackpool,130744,The Blackpool Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Public Services,28,0,20,0,1,2,1,0,1,3,0
Blackpool,130744,The Blackpool Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,6,1,4,1,0,0,0,0,0,0,0
Blackpool,130744,The Blackpool Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Sports Studies,37,16,3,1,5,6,1,2,0,1,2
Blackpool,130744,The Blackpool Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Tourism,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,130745,Cardinal Newman College,Further Education Sector Institution,Pearson BTEC Level 3 Extended Diploma,Business Studies,29,14,4,2,3,4,0,2,0,0,0
Lancashire,130745,Cardinal Newman College,Further Education Sector Institution,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,30,30,0,0,0,0,0,0,0,0,0
Lancashire,130745,Cardinal Newman College,Further Education Sector Institution,Pearson BTEC Level 3 Extended Diploma,Health Studies,64,61,3,0,0,0,0,0,0,0,0
Lancashire,130745,Cardinal Newman College,Further Education Sector Institution,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,7,1,1,2,2,0,1,0,0,0,0
Lancashire,130745,Cardinal Newman College,Further Education Sector Institution,Pearson BTEC Level 3 Extended Diploma,Sports Studies,37,37,0,0,0,0,0,0,0,0,0
Lancashire,130745,Cardinal Newman College,Further Education Sector Institution,Pearson BTEC Level 3 Extended Diploma,Tourism,12,10,1,1,0,0,0,0,0,0,0
Blackburn with Darwen,130746,St Mary's College,Further Education Sector Institution,Pearson BTEC Level 3 Extended Diploma,Health Studies,28,2,3,3,3,5,8,2,0,0,2
Leicestershire,130747,Stephenson College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,10,3,0,1,3,2,0,1,0,0,0
