Information on the schools and colleges which are eligible to be included in the 2014 performance tables underlying data,,,,,,,,
,,,,,,,,
NA: not applicable,,,,,,,,
Local Authority number,Local Authority name,LAESTAB: local authority establishment number,URN: Unique Reference Number,School or college name,Institution Type,Admissions policy (state-funded institutions only),Gender of Sixth Form,Number of students at the end of KS5
308,Enfield,3084037,102049,Chace Community School,Community school,COMP,MIXED,110
308,Enfield,3084038,102050,Lea Valley High School,Community school,COMP,MIXED,88
308,Enfield,3084702,102052,Bishop Stopford's School,Voluntary aided school,COMP,MIXED,48
308,Enfield,3084706,102053,St Anne's Catholic High School for Girls,Voluntary aided school,COMP,GIRLS,69
308,Enfield,3085400,102055,The Latymer School,Voluntary aided school,SEL,MIXED,228
308,Enfield,3085401,102056,Broomfield School,Foundation school,COMP,MIXED,47
308,Enfield,3085403,102058,St Ignatius College,Voluntary aided school,COMP,BOYS,66
308,Enfield,3086062,102065,St John's Preparatory and Senior School,Independent,,MIXED,9
308,Enfield,3088300,130438,Capel Manor College,Agriculture and Horticulture College,NA,MIXED,96
308,Enfield,3084043,132256,Highlands School,Community school,COMP,MIXED,138
308,Enfield,3086905,134311,Oasis Academy Enfield,Academy sponsor led,COMP,MIXED,64
308,Enfield,3086906,135958,Oasis Academy Hadley,Academy sponsor led,COMP,MIXED,70
308,Enfield,3086907,136147,Aylward Academy,Academy sponsor led,COMP,MIXED,89
308,Enfield,3086908,136157,Nightingale Academy,Academy sponsor led,COMP,MIXED,35
308,Enfield,3084015,136327,Kingsmead School,Academy - converter mainstream,COMP,MIXED,90
308,Enfield,3085404,137094,Enfield Grammar School,Academy - converter mainstream,COMP,BOYS,89
309,Haringey,3094029,102153,Hornsey School for Girls,Community school,COMP,GIRLS,50
309,Haringey,3094030,102154,Highgate Wood Secondary School,Community school,COMP,MIXED,79
309,Haringey,3094032,102156,Fortismere School,Foundation school,COMP,MIXED,217
309,Haringey,3096000,102162,Channing School,Independent,,GIRLS,43
309,Haringey,3096001,102163,Highgate School,Independent,,MIXED,147
309,Haringey,3098004,130439,"The College of Haringey, Enfield and North East London",General Further Education College,NA,MIXED,241
309,Haringey,3096905,133386,Greig City Academy,Academy sponsor led,COMP,MIXED,77
309,Haringey,3094036,137531,Alexandra Park School,Academy - converter mainstream,COMP,MIXED,117
309,Haringey,3094703,139362,St Thomas More Catholic School,Academy - converter mainstream,COMP,MIXED,138
309,Haringey,3094704,139363,Haringey Sixth Form Centre,Academy 16-19 converter,NA,,207
310,Harrow,3104026,102239,Whitmore High School,Community school,COMP,MIXED,127
310,Harrow,3106000,102245,Harrow School,Independent,,BOYS,182
310,Harrow,3106002,102247,The John Lyon School,Independent,,BOYS,67
310,Harrow,3106075,102257,North London Collegiate School,Independent,,GIRLS,115
310,Harrow,3108002,130440,Stanmore College,Tertiary College,NA,MIXED,466
310,Harrow,3108600,130443,St Dominic's Sixth Form College,Sixth Form College,NA,MIXED,484
310,Harrow,3108005,131864,Harrow College,General Further Education College,NA,MIXED,460
310,Harrow,3106080,134891,Regent College,Independent,,MIXED,23
310,Harrow,3104900,135469,Harrow Collegiate,,3104033,,684
310,Harrow,3104024,137028,Nower Hill High School,Academy - converter mainstream,COMP,MIXED,181
310,Harrow,3104021,137075,Park High School,Academy - converter mainstream,COMP,MIXED,67
310,Harrow,3104033,137177,Harrow High School,Academy - converter mainstream,COMP,MIXED,37
310,Harrow,3104032,137178,Bentley Wood High School,Academy - converter mainstream,COMP,GIRLS,42
310,Harrow,3104027,137198,Rooks Heath High School,Academy - converter mainstream,COMP,MIXED,51
310,Harrow,3104022,137199,Canons High School,Academy - converter mainstream,COMP,MIXED,55
310,Harrow,3104020,137204,Hatch End High School,Academy - converter mainstream,COMP,MIXED,124
311,Havering,3118000,130444,Havering College of Further and Higher Education,General Further Education College,NA,MIXED,648
311,Havering,3118600,130445,Havering Sixth Form College,Sixth Form College,NA,MIXED,1026
311,Havering,3116905,136090,Drapers' Academy,Academy sponsor led,COMP,MIXED,28
311,Havering,3115402,136600,The Coopers' Company and Coborn School,Academy - converter mainstream,COMP,MIXED,225
311,Havering,3114700,137040,The Campion School,Academy - converter mainstream,COMP,MIXED,132
311,Havering,3114600,137145,St Edward's Church of England School & Sixth Form College,Academy - converter mainstream,COMP,MIXED,103
311,Havering,3115403,137233,Sacred Heart of Mary Girls' School,Academy - converter mainstream,COMP,GIRLS,102
311,Havering,3115400,138326,The Frances Bardsley Academy for Girls,Academy - converter mainstream,COMP,GIRLS,56
312,Hillingdon,3125409,102449,Abbotsfield School,Foundation school,COMP,BOYS,40
312,Hillingdon,3125411,102451,Harlington School,Foundation school,COMP,MIXED,38
312,Hillingdon,3126001,102452,Northwood College,Independent,,GIRLS,55
312,Hillingdon,3126004,102453,St Helen's School,Independent,,GIRLS,86
312,Hillingdon,3128000,130446,Uxbridge College,General Further Education College,NA,MIXED,813
312,Hillingdon,3124023,133625,Ruislip High School,Community school,COMP,MIXED,59
312,Hillingdon,3126905,134797,Stockley Academy,Academy sponsor led,COMP,MIXED,55
312,Hillingdon,3126906,135004,The Harefield Academy,Academy sponsor led,COMP,MIXED,92
312,Hillingdon,3124654,136329,Guru Nanak Sikh Academy,Academy - converter mainstream,COMP,MIXED,50
312,Hillingdon,3125401,136519,Haydon School,Academy - converter mainstream,COMP,MIXED,227
312,Hillingdon,3125410,136631,Swakeleys School for Girls,Academy - converter mainstream,COMP,GIRLS,113
312,Hillingdon,3125403,136711,Queensmead School,Academy - converter mainstream,COMP,MIXED,105
312,Hillingdon,3125404,136768,Uxbridge High School,Academy - converter mainstream,COMP,MIXED,75
312,Hillingdon,3125406,137077,Rosedale College,Academy - converter mainstream,COMP,MIXED,22
312,Hillingdon,3125407,137078,Hewens College,Academy - converter mainstream,COMP,MIXED,17
312,Hillingdon,3124600,137407,Bishop Ramsey Church of England School,Academy - converter mainstream,COMP,MIXED,128
312,Hillingdon,3125400,137633,Bishopshalt School,Academy - converter mainstream,COMP,MIXED,144
312,Hillingdon,3125402,137635,Vyners School,Academy - converter mainstream,COMP,MIXED,75
312,Hillingdon,3125405,137829,Northwood School,Academy - converter mainstream,COMP,MIXED,26
312,Hillingdon,3125412,137844,Barnhill Community High School,Academy - converter mainstream,COMP,MIXED,78
312,Hillingdon,3125408,137925,The Douay Martyrs Catholic School,Academy - converter mainstream,COMP,MIXED,89
312,Hillingdon,3124000,138368,Parkside Studio College,Free school –studio school,COMP,MIXED,4
313,Hounslow,3134028,102539,The Heathland School,Community school,COMP,MIXED,220
313,Hounslow,3135401,102545,Gunnersbury Catholic School,Voluntary aided school,COMP,MIXED,84
313,Hounslow,3136064,102551,Arts Educational School,Independent,,MIXED,42
313,Hounslow,3138001,130447,West Thames College,General Further Education College,NA,MIXED,230
313,Hounslow,3134027,136341,Lampton Academy,Academy - converter mainstream,COMP,MIXED,148
313,Hounslow,3134029,136522,Cranford Community College,Academy - converter mainstream,COMP,MIXED,148
313,Hounslow,3134022,137009,Rivers Academy West London,Academy - converter mainstream,COMP,MIXED,69
313,Hounslow,3134023,137618,Feltham Community College,Academy - converter mainstream,COMP,MIXED,78
313,Hounslow,3134020,137907,Chiswick School,Academy - converter mainstream,COMP,MIXED,119
313,Hounslow,3135400,137928,"Gumley House RC Convent School, FCJ",Academy - converter mainstream,COMP,GIRLS,81
313,Hounslow,3134500,137940,Isleworth and Syon School for Boys,Academy - converter mainstream,COMP,BOYS,51
313,Hounslow,3134800,137995,St Mark's Catholic School,Academy - converter mainstream,COMP,MIXED,115
313,Hounslow,3134026,138924,Heston Community School,Academy - converter mainstream,COMP,MIXED,100
313,Hounslow,3134024,139095,Brentford School for Girls,Academy - converter mainstream,COMP,GIRLS,57
313,Hounslow,3134001,139276,Kingsley Academy,Academy sponsor led,COMP,MIXED,42
313,Hounslow,3134600,139989,The Green School,Academy - converter mainstream,COMP,GIRLS,55
314,Kingston upon Thames,3144006,102599,Chessington Community College,Community school,MOD,MIXED,20
314,Kingston upon Thames,3146003,102611,Surbiton High School,Independent,,GIRLS,99
314,Kingston upon Thames,3146067,102619,Kingston Grammar School,Independent,,MIXED,107
314,Kingston upon Thames,3148001,130448,Kingston College,General Further Education College,NA,MIXED,789
314,Kingston upon Thames,3144010,136615,The Tiffin Girls' School,Academy - converter mainstream,SEL,GIRLS,136
314,Kingston upon Thames,3145400,136910,Tiffin School,Academy - converter mainstream,SEL,BOYS,177
314,Kingston upon Thames,3144011,137060,Tolworth Girls' School & Sixth Form,Academy - converter mainstream,MOD,GIRLS,107
314,Kingston upon Thames,3145401,137299,Richard Challoner School,Academy - converter mainstream,MOD,BOYS,101
314,Kingston upon Thames,3145404,137678,The Hollyfield School and Sixth Form Centre,Academy - converter mainstream,MOD,MIXED,92
314,Kingston upon Thames,3144004,137848,Coombe Girls' School,Academy - converter mainstream,MOD,MIXED,132
314,Kingston upon Thames,3145403,137859,Coombe Boys' School,Academy - converter mainstream,MOD,MIXED,40
314,Kingston upon Thames,3144009,137917,Southborough High School,Academy - converter mainstream,MOD,BOYS,50
314,Kingston upon Thames,3145402,138459,The Holy Cross School,Academy - converter mainstream,MOD,GIRLS,94
315,Merton,3154050,102673,Ricards Lodge High School,Community school,COMP,GIRLS,40
315,Merton,3154052,102674,Raynes Park High School,Community school,COMP,MIXED,79
315,Merton,3154500,102679,Rutlish School,Voluntary controlled school,COMP,BOYS,27
315,Merton,3154701,102681,Wimbledon College,Voluntary aided school,COMP,BOYS,101
315,Merton,3155400,102683,Ursuline High School Wimbledon,Voluntary aided school,COMP,GIRLS,118
315,Merton,3156000,102684,King's College School,Independent,,MIXED,191
315,Merton,3156071,102692,Wimbledon High School,Independent,,GIRLS,72
315,Merton,3156906,134003,St Mark's Church of England Academy,Academy sponsor led,COMP,MIXED,14
315,Merton,3154901,136509,RR6,,,,67
316,Newham,3164600,102786,St Angela's Ursuline School,Voluntary aided school,COMP,MIXED,186
316,Newham,3164601,102787,St Bonaventure's RC School,Voluntary aided school,COMP,MIXED,152
316,Newham,3168001,130451,Newham College of Further Education,General Further Education College,NA,MIXED,106
316,Newham,3168600,130452,Newham Sixth Form College,Sixth Form College,NA,MIXED,837
316,Newham,3164031,136669,Brampton Manor Academy,Academy - converter mainstream,COMP,MIXED,69
316,Newham,3164000,138403,London Academy of Excellence,Free school – 16-19,NA,,161
316,Newham,3164003,139703,Chobham Academy,Academy sponsor led,COMP,MIXED,0
317,Redbridge,3174006,102849,Caterham High School,Community school,COMP,MIXED,83
317,Redbridge,3174007,102850,Ilford County High School,Community school,SEL,BOYS,157
317,Redbridge,3174021,102851,Wanstead High School,Community school,COMP,MIXED,142
317,Redbridge,3174025,102852,Woodford County High School,Community school,SEL,GIRLS,136
317,Redbridge,3174027,102853,Loxford School of Science and Technology,Community school,COMP,MIXED,198
317,Redbridge,3174029,102854,Woodbridge High School,Community school,COMP,MIXED,134
317,Redbridge,3174030,102855,Beal High School,Community school,COMP,MIXED,189
317,Redbridge,3174032,102856,Seven Kings High School,Community school,COMP,MIXED,222
317,Redbridge,3174033,102857,Valentines High School,Community school,COMP,MIXED,139
317,Redbridge,3174035,102858,Mayfield School,Foundation school,COMP,MIXED,115
317,Redbridge,3174603,102860,Trinity Catholic High School,Voluntary aided school,COMP,MIXED,232
317,Redbridge,3174604,102861,King Solomon High School,Voluntary aided school,COMP,MIXED,53
317,Redbridge,3176063,102875,Bancrofts School,Independent,,MIXED,115
317,Redbridge,3178000,130453,Redbridge College,General Further Education College,NA,MIXED,398
317,Redbridge,3174040,133405,Oaks Park High School,Community school,COMP,MIXED,144
317,Redbridge,3175400,136267,Chadwell Heath Academy,Academy - converter mainstream,COMP,MIXED,145
317,Redbridge,3174800,137088,The Palmer Catholic Academy,Academy - converter mainstream,COMP,MIXED,115
317,Redbridge,3174605,137418,The Ursuline Academy Ilford,Academy - converter mainstream,COMP,GIRLS,70
317,Redbridge,3174000,137692,Forest Academy,Academy sponsor led,COMP,MIXED,72
318,Richmond upon Thames,3184603,102929,Christ's Church of England Comprehensive Secondary School,Voluntary aided school,COMP,MIXED,0
318,Richmond upon Thames,3186002,102932,The Lady Eleanor Holles School,Independent,,GIRLS,81
318,Richmond upon Thames,3186008,102936,St Catherine's School,Independent,,GIRLS,9
318,Richmond upon Thames,3186066,102942,St Paul's School,Independent,,BOYS,186
318,Richmond upon Thames,3186071,102946,Hampton School,Independent,,BOYS,177
318,Richmond upon Thames,3186074,102947,The Royal Ballet School,Independent,,MIXED,35
318,Richmond upon Thames,3186078,102950,The Harrodian School,Independent,,MIXED,69
318,Richmond upon Thames,3188005,130454,Richmond-upon-Thames College,Tertiary College,NA,MIXED,993
318,Richmond upon Thames,3188006,131095,Richmond Adult Community College,General Further Education College,NA,MIXED,2
318,Richmond upon Thames,3186906,136104,Twickenham Academy,Academy sponsor led,COMP,MIXED,24
318,Richmond upon Thames,3184010,138651,Orleans Park School,Academy - converter mainstream,COMP,MIXED,0
319,Sutton,3194015,103003,Stanley Park High School,Community school,COMP,MIXED,47
319,Sutton,3195402,103009,The John Fisher School,Voluntary aided school,COMP,BOYS,112
319,Sutton,3195406,103013,St Philomena's School,Voluntary aided school,COMP,GIRLS,130
319,Sutton,3196069,103022,Sutton High School,Independent,,GIRLS,31
319,Sutton,3198000,130455,Carshalton College,General Further Education College,NA,MIXED,147
319,Sutton,3196073,134887,Focus School - Carshalton Campus,Independent,,MIXED,7
319,Sutton,3195400,136621,Wilson's School,Academy - converter mainstream,SEL,BOYS,141
319,Sutton,3194019,136756,Overton Grange School,Academy - converter mainstream,COMP,MIXED,114
319,Sutton,3195403,136785,Cheam High School,Academy - converter mainstream,COMP,MIXED,240
319,Sutton,3195404,136787,Sutton Grammar School,Academy - converter mainstream,SEL,BOYS,125
319,Sutton,3195405,136789,Wallington High School for Girls,Academy - converter mainstream,SEL,GIRLS,168
319,Sutton,3195401,136795,Nonsuch High School for Girls,Academy - converter mainstream,SEL,GIRLS,168
319,Sutton,3194002,136797,Carshalton High School for Girls,Academy - converter mainstream,COMP,GIRLS,72
319,Sutton,3195407,136798,Wallington County Grammar School,Academy - converter mainstream,SEL,MIXED,144
319,Sutton,3194000,136799,Carshalton Boys Sports College,Academy - converter mainstream,COMP,MIXED,63
319,Sutton,3194007,136800,Greenshaw High School,Academy - converter mainstream,COMP,MIXED,166
319,Sutton,3194011,136914,Glenthorne High School,Academy - converter mainstream,COMP,MIXED,122
320,Waltham Forest,3204062,103096,George Mitchell School,Community school,COMP,MIXED,0
320,Waltham Forest,3204063,103097,Heathcote School & Science College,Community school,COMP,MIXED,81
320,Waltham Forest,3204075,103105,Kelmscott School,Community school,COMP,MIXED,0
320,Waltham Forest,3204603,103106,Holy Family Catholic School,Voluntary aided school,COMP,MIXED,103
320,Waltham Forest,3206000,103110,Forest School,Independent,,MIXED,114
320,Waltham Forest,3208001,130456,Waltham Forest College,General Further Education College,NA,MIXED,154
320,Waltham Forest,3208600,130457,Leyton Sixth Form College,Sixth Form College,NA,MIXED,757
320,Waltham Forest,3208601,130458,Sir George Monoux College,Sixth Form College,NA,MIXED,703
320,Waltham Forest,3206905,132727,Walthamstow Academy,Academy sponsor led,COMP,MIXED,47
320,Waltham Forest,3205400,137558,Highams Park School,Academy - converter mainstream,COMP,MIXED,186
320,Waltham Forest,3205401,138691,Chingford Foundation School,Academy - converter mainstream,COMP,MIXED,126
320,Waltham Forest,3204001,138859,Rushcroft Foundation School,Academy sponsor led,COMP,BOYS,12
330,Birmingham,3304009,103481,Waverley School,Community school,COMP,MIXED,12
330,Birmingham,3304115,103493,Bordesley Green Girls' School & Sixth Form,Community school,COMP,GIRLS,81
